scan_id,rel_path,abs_path,name,ext,size,mtime_ns,ctime_ns,inode,content_hash,hash_algo,scanned_at
SCAN-20260518-123600,30_pending_review/from_10_flow_20_timeline/10_identity/11.03_The_Mirror_Principle.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_20_timeline\10_identity\11.03_The_Mirror_Principle.md,11.03_The_Mirror_Principle.md,.md,1837,1766135448000000000,1771940355025000000,77445,cf6bd9955d84261e1b14e8d80037e46781edfdc6bb65447a536aa249393a102e,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_20_timeline/10_identity/11.02_Synthesis_and_Wisdom.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_20_timeline\10_identity\11.02_Synthesis_and_Wisdom.md,11.02_Synthesis_and_Wisdom.md,.md,1731,1766135446000000000,1771940354961000000,77446,b80011640fa8dfb4bdbd4851416adb646b53f3cbd935ffd22b2aa908fcb96ae4,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_20_timeline/10_identity/11.01_Alignment_and_Coherence.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_20_timeline\10_identity\11.01_Alignment_and_Coherence.md,11.01_Alignment_and_Coherence.md,.md,1678,1764422650000000000,1771940354905000000,77447,256e88f8ba750e36e7358c5c0d20f5b55bdd3fcf97c005e4cf66f9bd022887d2,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_20_timeline/10_identity/_INDEX.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_20_timeline\10_identity\_INDEX.md,_INDEX.md,.md,785,1766135202000000000,1771940360586000000,77448,efd461b3b50e4f48adec09f45cf33cea844e13b2f48a142c3c2b77dddd57cb95,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_20_timeline/10_identity/index.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_20_timeline\10_identity\index.md,index.md,.md,1182,1766135208000000000,1771940360513000000,77449,513ae639b49ce0920223fc93afc279083c9277bb5772cab6b0dac27cfe6f2f07,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_20_timeline/10_identity/12_Understanding_Cody.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_20_timeline\10_identity\12_Understanding_Cody.md,12_Understanding_Cody.md,.md,32302,1776593797960000000,1776593761671000000,77450,e23f22a008e53738ad82125b553bd4e8d2cb4e6061778661469ac8f12f9d0a4e,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_20_timeline/10_identity/20_resume/Profile.pdf,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_20_timeline\10_identity\20_resume\Profile.pdf,Profile.pdf,.pdf,71955,1762695940000000000,1764934872627000000,77451,5371cfe036cc16968cf31281242b2d8738d099d3abcf4b46be5a0931c41db806,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_20_timeline/10_identity/20_resume/cody_rice_velasquez-fullstack.pdf,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_20_timeline\10_identity\20_resume\cody_rice_velasquez-fullstack.pdf,cody_rice_velasquez-fullstack.pdf,.pdf,84377,1767231914820000000,1767249814000000000,77452,281c6515e9daf1c7c5b4689f90ced4315ff72569512f1d9b6939410b6d9e0f31,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_20_timeline/00_life_doctrine/1.0_QiCode_Life_Protocol.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_20_timeline\00_life_doctrine\1.0_QiCode_Life_Protocol.md,1.0_QiCode_Life_Protocol.md,.md,9633,1764667918000000000,1771940354529000000,77439,b582eb6d12cddd431db9f8651a1282be3b1b62fe6d0ede1955dbf04602959ec1,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_20_timeline/00_life_doctrine/1.01_Core_Principles.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_20_timeline\00_life_doctrine\1.01_Core_Principles.md,1.01_Core_Principles.md,.md,2613,1775339725545000000,1771940354363000000,77440,daa444b4528ba26af3958a0e87932f667e3a2e9ff511f016497c1652cea807b4,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_20_timeline/00_life_doctrine/qc01_purpose.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_20_timeline\00_life_doctrine\qc01_purpose.md,qc01_purpose.md,.md,4126,1764422812000000000,1771940358026000000,77441,8d57ff3e2facfe6b245b5e1c1a86142a8028ca4e2a7670f3d3ff32a5b32e59df,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/documents/00_Notices/20240217_IN_BMV_Reinstatement.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\documents\00_Notices\20240217_IN_BMV_Reinstatement.jpeg,20240217_IN_BMV_Reinstatement.jpeg,.jpeg,5894473,1750378146317000000,1770699961628000000,76787,74e02635c61bb5b5b43239604b11d9d4053ad2448a1aaf7381c4f49490efe965,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/documents/01_Voters_Registration/Voter-Reg-App.pdf,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\documents\01_Voters_Registration\Voter-Reg-App.pdf,Voter-Reg-App.pdf,.pdf,46049,1440027732291000000,1770699961872000000,76788,b3d01f86b22f6e3c990e06053e75f19b0624cde2ec919778898afd1df1d0288f,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/documents/01_Voters_Registration/Voters-Registration.pdf,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\documents\01_Voters_Registration\Voters-Registration.pdf,Voters-Registration.pdf,.pdf,51057,1440027697441000000,1770699962016000000,76789,71d9e86b6d877537f0240ddd132cde71090d3f336f0d358a3dd5222c74cfcbc3,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/documents/02_Tickets/Ticket-Speeding-20100810.JPG,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\documents\02_Tickets\Ticket-Speeding-20100810.JPG,Ticket-Speeding-20100810.JPG,.jpg,185402,1345264800000000000,1770699962112000000,76790,c6bd124ddc5803d5cd7268bfb051661737194063aa64d4e3fb018327ef323570,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/documents/02_Tickets/Ticket-Sppeding-20100616.JPG,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\documents\02_Tickets\Ticket-Sppeding-20100616.JPG,Ticket-Sppeding-20100616.JPG,.jpg,241618,1345264800000000000,1770699962231000000,76791,5eb68ca138e463d203b1364d2da5757c2b5b8e23207960c3e549d7f94fe3cd6d,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/documents/02_Tickets/Ticket_Speeding_20001004.JPG,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\documents\02_Tickets\Ticket_Speeding_20001004.JPG,Ticket_Speeding_20001004.JPG,.jpg,899339,1345267444000000000,1770699962346000000,76792,4c09cab57e2b17d633d12b4381fade10b81fd27de051d5e6669a23fb0346e21e,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/documents/03_Orders/Defferal_Program_Drug_Alcohol-20090123.JPG,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\documents\03_Orders\Defferal_Program_Drug_Alcohol-20090123.JPG,Defferal_Program_Drug_Alcohol-20090123.JPG,.jpg,1308639,1345267444000000000,1770699962480000000,76793,054421ec22a819c489a0d8a9178dc85b5e3d6ab3317353608fc9fa7149c5df61,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/11.03_The_Mirror_Principle.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\11.03_The_Mirror_Principle.md,11.03_The_Mirror_Principle.md,.md,1565,1775339734919000000,1773906522237000000,10415,a82db7809b61a0eb9618d08cb38edb71c419aec6eec1426e3fe491e3a1519ec0,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/MIRRORSBETWEENUS/mirrors_what_the_mirror_never_says.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\MIRRORSBETWEENUS\mirrors_what_the_mirror_never_says.md,mirrors_what_the_mirror_never_says.md,.md,2514,1767836996245000000,1767836959991000000,43937,90d8f7790c06d4ce59eefd2fff2ceffc04631532789fd2bd5dfbf52a050f201e,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/MIRRORSBETWEENUS/The Mirror — What the Night Was Saying.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\MIRRORSBETWEENUS\The Mirror — What the Night Was Saying.md,The Mirror — What the Night Was Saying.md,.md,2029,1767840917773000000,1767840911207000000,43938,b169dfd25da984915bf9afd14088d634d05fbf01901b80cdeb780ba67c8bb470,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/#Work Professional projects and tasks.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\#Work Professional projects and tasks.md,#Work Professional projects and tasks.md,.md,431,1764319890000000000,1773841624156000000,16629,3929c564c82dbb1e22a673e0cbf0662a4ff2e7f3b3ea0a21bff225206ae08431,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/0-1 Years.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\0-1 Years.md,0-1 Years.md,.md,367,1764319890000000000,1773841624480000000,16630,7e0cee4545babb49f2864ff07bbb087036de62ca6fa5954d3166a0ad0b4b2750,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/00_INDEX.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\00_INDEX.md,00_INDEX.md,.md,3077,1764422990000000000,1773841624546000000,16631,f36ae86aa8224d00b716476192030b6defac79839071b1e2e64a2429b9bb1ac6,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/01_Projection.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\01_Projection.md,01_Projection.md,.md,289,1764319926000000000,1773841624835000000,16632,32aeb82c3914cdc3be410499888a391292f9afacd5a21d9a5267158bea713ada,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/03_Regulatory_Complaint_IURC.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\03_Regulatory_Complaint_IURC.md,03_Regulatory_Complaint_IURC.md,.md,1493,1764422990000000000,1773841625359000000,16633,8f803b9535eb9c661c7fae5e56b0889614fd96152a5164f814eddaa302f0890d,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/04_Gina_Memory_Spec.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\04_Gina_Memory_Spec.md,04_Gina_Memory_Spec.md,.md,10146,1763533440000000000,1773841625780000000,16634,77c1185b7a03c0b7bb264efb2bb7495c545f3e76c3d1c553d4a01f9bc1d748f8,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/05010 20250303.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\05010 20250303.md,05010 20250303.md,.md,9298,1764319890000000000,1773841626383000000,16635,a6fa7cfd42e3806f97fe564bbc39cc9e571ca04afebf9f033b316d09ed3f7c1f,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/06100.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\06100.md,06100.md,.md,810,1764319890000000000,1773841627952000000,16636,304f127c047f3553f1305ad92269a893d184ae704a56c20d0442c45e400eb805,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/1-3 Years.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\1-3 Years.md,1-3 Years.md,.md,405,1764319890000000000,1773841629684000000,16637,c19997ddb582c075dd032966bec0a07628d0400e9f4c93211c9f6ac9caf579f8,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/1.30.10_Client-OS_Template.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\1.30.10_Client-OS_Template.md,1.30.10_Client-OS_Template.md,.md,9785,1764319922000000000,1773841629756000000,16638,d36cc1d4529b171b14987ef37171f949f9f61cdd193eb75e694cbfae10edaa48,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/10 Database Schema Overview.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\10 Database Schema Overview.md,10 Database Schema Overview.md,.md,1840,1764319920000000000,1773841629814000000,16639,44ba438dd3b014a455ae3351511b5ba6dc1117823112ba89986dff3ce79d3c5b,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/10 Or More Years.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\10 Or More Years.md,10 Or More Years.md,.md,360,1764319890000000000,1773841629874000000,16640,31f709d70847309aaf4bccb91effb2f62db412bd1dc0b332dff022e5ff4e5a96,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/2 1 12 Projects (1).md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\2 1 12 Projects (1).md,2 1 12 Projects (1).md,.md,289,1764319890000000000,1773841630575000000,16641,5144a125948db8b4e201676486779eecf532bebe64051d72a1bb36572a5e75d0,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/2 Tax Services and Accounting.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\2 Tax Services and Accounting.md,2 Tax Services and Accounting.md,.md,4163,1764319922000000000,1773841631787000000,16642,8ed1ea3dff2f92fd6db6bf9717d35bbb560178c5bab36d4b123e60e78a6ee0d6,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/2021-08-zaitullah-arrives.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\2021-08-zaitullah-arrives.md,2021-08-zaitullah-arrives.md,.md,6820,1764574244000000000,1773841632761000000,16643,af304d679cc738b06005f521466d4562832d4a761a00ad2123d4e3e4791826ff,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/2025-11-20_qiclientos_notebooklm_guide.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\2025-11-20_qiclientos_notebooklm_guide.md,2025-11-20_qiclientos_notebooklm_guide.md,.md,3432,1764319922000000000,1773841633554000000,16644,579caca121803f1881ef0539fa0a51ba1d5f146f130fb6ee51c9332a894d45d1,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/2025-11-20_qiclientos_sora_prompt.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\2025-11-20_qiclientos_sora_prompt.md,2025-11-20_qiclientos_sora_prompt.md,.md,2336,1764319922000000000,1773841640895000000,16645,23db955cc6ce3f012b2190dcc87b83d3923429d14d5f343948ec1416f5b17ccc,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/2025-11-20_qiclientos_summary.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\2025-11-20_qiclientos_summary.md,2025-11-20_qiclientos_summary.md,.md,1230,1764319922000000000,1773841640977000000,16646,1e689362a306c7aef03db1377088d1bb62596731b7d9e60498a980de19d8872d,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/20251116_app_code_documentation_template.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\20251116_app_code_documentation_template.md,20251116_app_code_documentation_template.md,.md,1700,1764319922000000000,1773841641567000000,16647,3c10b768e47d1908a8ef52418e57864ea3eba17227145d7a16a21b1bdc339e65,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/20251116_app_code_documentation_template_enhanced.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\20251116_app_code_documentation_template_enhanced.md,20251116_app_code_documentation_template_enhanced.md,.md,2497,1764319922000000000,1773841642968000000,16648,a52860c0949e716b353b8121434dde5c1b97d9d76a90f815dcaff95e0aa7ae13,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/2_Ideas.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\2_Ideas.md,2_Ideas.md,.md,46,1764628278000000000,1773841645561000000,16649,9950982b87575e355d993fe01f6a41c8b999b021cb5e315e7b5de7d5a9b18e01,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/3 Client Information Requirements.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\3 Client Information Requirements.md,3 Client Information Requirements.md,.md,2275,1764319920000000000,1773841645682000000,16650,be11d069397544df754318a67ea330fe7c53177382905bd4f11860cbc2e39fbc,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/3 HR & Administrative Services.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\3 HR & Administrative Services.md,3 HR & Administrative Services.md,.md,3082,1764319920000000000,1773841645777000000,16651,923ce9b322b78f84c1f6735324a6ebfb1b3e7a0417075d7f875f00acf16c6dff,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/3-5 Years.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\3-5 Years.md,3-5 Years.md,.md,341,1764319890000000000,1773841646385000000,16652,c1ad9dabaea0cfb5cf57cacb3bf096bcf5f29b879017ada21a7946cce3df3a65,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/40% Create A Project.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\40% Create A Project.md,40% Create A Project.md,.md,456,1764319890000000000,1773841646638000000,16653,03bd1a730a2119270caf3b85dc13a0b42677530d5d5c6a5db7c9b8943164d3a4,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/5-10 Years.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\5-10 Years.md,5-10 Years.md,.md,342,1764319890000000000,1773841647035000000,16654,ba4a4904c464c8e4c8b085a74f3c9a406af66ffb26722a4effa6fefd4fee9eb2,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/5.09_Client_OS.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\5.09_Client_OS.md,5.09_Client_OS.md,.md,2810,1763680162000000000,1773841647764000000,16655,44a37b1db1ccc2aafd1a07a7f4ac913a75114dddd40ea853eae26b7179698bc1,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/6 0 Projects & Ideas.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\6 0 Projects & Ideas.md,6 0 Projects & Ideas.md,.md,466,1764319888000000000,1773841648014000000,16656,75016855f0752720804a8e49861561b4c7989d68a9f0083cc7ceea6d83b3e62e,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/6 1 Business Projects.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\6 1 Business Projects.md,6 1 Business Projects.md,.md,452,1764319888000000000,1773841648129000000,16657,55f0879ad77a9b7b32228f8c5b1dd8be76389aabf5288e45cc105a58b385268a,blake3,2026-05-18T17:36:00+00:00
SCAN-20260518-123600,30_pending_review/from_10_flow_10_workbench/creastive/IDEAS/6 2 Personal Projects.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\IDEAS\6 2 Personal Projects.md,6 2 Personal Projects.md,.md,503,1764319890000000000,1773841648587000000,16658,64abe2e268af817c521ff844998c7b440de55c37160fe314cb5aefc2050bf77b,blake3,2026-05-18T17:36:00+00:00
